diggCount,likedByAuthor,pinnedByAuthor,replyCommentTotal,submittedVideoUrl,text,uniqueId,videoWebUrl,mentions,detailedMentions,comment_datetime,cleaned_text,gpt_sentiment
75,False,False,3,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,"SAYA DAH 30 MINIT KAT SINI TAK BERGANJAK , COMEL NAWWW 😭😭😭",jmzrra,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:23:56+00:00,"saya dah tiga puluh minit kat sini tidak berganjak , comel naw : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca :",positive
28,False,False,0,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,"Aduh pls lah getback, ni more better🥰",alieyanaff_,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-18 05:25:33+00:00,"aduh pls lah getback , ini more better : smiling_face_with_hearts :",positive
138,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,dah dye datang Emma n zizang pulokkk..penat cmni😭,theladyb055,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 10:34:03+00:00,dah dia datang emma dan zizan pula.penat cmni : loudly_crying_faca :,negative
116,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,"baru denger suaranya aja udah fyp apa lagi kalo full orang nyaa,masyaAllah banget rezeki fuji",mamah_chilik2,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 12:20:37+00:00,"baru denger suaranya saja udah fyp apa lagi kalo full orang nya , masyaallah banget rezeki fuji",positive
89,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,i suka couple ni dari dlu.... i restu 🤣,s3phi44,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 06:17:56+00:00,saya suka couple ini dari dulu.saya restu : rolling_on_the_floor_laughing :,positive
3275,False,False,6,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,"comellah fuji sebut ""Tak Bolehlah"" 😂😂😂",nana.taurus,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-02-09 07:36:38+00:00,"comellah fuji sebut "" tidak bolehlah "" : face_with_tears_of_joy : : face_with_tears_of_joy : : face_with_tears_of_joy :",positive
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,bajunya keren,sukriyati3,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-08 08:07:57+00:00,bajunya keren,positive
6447,False,False,33,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,Kok gituu muka mas aris 😌,qstn4fqh2mr,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 13:18:38+00:00,kok gitu muka mas aris : relieved_faca :,positive
11,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,YANG NI KENE KENE KENEEEE APPROVEEE APROVEE,itsthatwawaa,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 13:05:52+00:00,yang ini kene kene kene approve aprovee,positive
22,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,Michelle ziuuuuuuuu 😭😭😭🫶🏻🫶🏻🫶🏻🫶🏻 cuteeeeeeee,chubbssss18,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 17:41:12+00:00,michelle ziuu : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : heart_hands_light_skin_tona : : heart_hands_light_skin_tona : : heart_hands_light_skin_tona : : heart_hands_light_skin_tona : cute,positive
16,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,masyaallah dari R nya aja udah tau kalau itu si comel🥰,ariaagustina,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 12:40:13+00:00,masyaallah dari r nya saja udah tau kalau itu si comel : smiling_face_with_hearts :,positive
451,False,False,20,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,"Aku nasrani tp krna ada fuji, aku follow 😇🥰",nadyatoendan,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 15:07:02+00:00,"aku nasrani tapi krna ada fuji , aku follow : smiling_face_with_halo : : smiling_face_with_hearts :",positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7496388602658589960,Bila masuk butik ye,kimdelaila,https://www.tiktok.com/@hijabistahub/video/7496388602658589960,,,2025-04-23 12:31:34+00:00,bila masuk butik ye,positive
40,False,False,1,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,Manyala utii aku pasti beliii nantikk karna kamuu sayanggg 😂😂😂😍😍😍,mimimimel123,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 14:18:22+00:00,manyala utii aku pasti beli nantik karna kamu sayang : face_with_tears_of_joy : : face_with_tears_of_joy : : face_with_tears_of_joy : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes :,positive
6,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,aaa kak fara! lamanyaaa tak jumpa 🥹,yayamoonie,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-30 04:13:02+00:00,aa kak fara!lamanya tidak jumpa : face_holding_back_tears :,positive
60,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,Alamakkk ok yang ni comelll hahahaha,k.jal,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 10:46:26+00:00,alamak ok yang ini comel haha,positive
511,False,False,9,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,Fuji goo Malaysia biar betah sering kemalaysia🥰,tiyatv,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-04 14:34:41+00:00,fuji goo malaysia biar betah sering kemalaysia : smiling_face_with_hearts :,positive
14,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,lepasnih jangan lah harga adalah maut pulak😭😩,sftndwi,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-30 02:38:21+00:00,lepasnih jangan lah harga adalah maut pulak : loudly_crying_faca : : weary_faca :,negative
27423,False,False,221,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,lama bener gua sadarnya kalo itu michelle ziudith,kata...afi,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-29 15:28:45+00:00,lama bener gua sadarnya kalo itu michelle ziudith,positive
5,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,Ahahahaha cuteeee,faasay1316_,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 16:37:45+00:00,haha cute,positive
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,fuji posting ulang berarti iya fujii,ihbotcekali,https://www.tiktok.com/@hijabistahub/video/7467500995430419719,,,2025-02-10 11:46:09+00:00,fuji posting ulang berarti iya fuji,negative
4344,False,False,28,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,Jangan paip toilet kat situ bocor sudah,mamatgotnochill,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,,,2025-01-29 05:51:45+00:00,jangan paip toilet kat situ bocor sudah,negative
95,False,False,0,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,Teruss nmpk mcm org Malaysia😂,enia5496,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,,,2025-01-28 16:24:14+00:00,terus nampak macam orang malaysia : face_with_tears_of_joy :,positive
27,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,"Lawanya dorang pakai mcm tu , dah macam orang malaysia dah 😍😍😍",_simanisssssssssss,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-29 14:09:49+00:00,"lawanya diorang pakai macam itu , dah macam orang malaysia dah : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes :",positive
511,False,False,8,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,"mas aris ❌
Tunggu kiris ✅",_wadepak_,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 14:33:58+00:00,mas aris : cross_mark : tunggu kiris : check_mark_button :,negative
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,tipe pacar idaman🤭,noerhayanigiri,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-02-04 02:31:24+00:00,tipe pacar idaman : face_with_hand_over_mouth :,positive
2301,False,False,9,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,Aishar Khaled aja senyum rancak 🤭😅😍,melatiiaira37,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-06 10:39:54+00:00,aishar khaled saja senyum rancak : face_with_hand_over_mouth : : grinning_face_with_sweat : : smiling_face_with_heart-eyes :,positive
435,False,False,2,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,gagap terus rani muka mas aris macamtu,shshii89,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-03 06:56:40+00:00,gagap terus rani muka mas aris macamtu,negative
675,False,False,1,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,"""aku nak bang"" WKWKWK dia sendiri ga kuat ketawa",aureliemanik,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-30 05:25:46+00:00,""" aku nak abang "" haha dia sendiri ga kuat ketawa",positive
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,#emazan,user6615661129509,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-20 03:54:45+00:00,#emazan,positive
7914,False,False,6,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,eh tgh blushing ke tu sama la kita,bullymaguire96,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:01:57+00:00,eh tgh blushing ke itu sama la kita,positive
14,False,False,0,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,"Ammar be like "" Kenapa aku kena ada dalam cerita ni "" 🤣🤣🤣",imaanadalahh,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-07 11:09:28+00:00,"ammar be like "" kenapa aku kena ada dalam cerita ini "" : rolling_on_the_floor_laughing : : rolling_on_the_floor_laughing : : rolling_on_the_floor_laughing :",positive
3942,False,False,3,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,Davina kamu harus tau zizan kwn raffi ahmad😭,syfyqaa,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 08:46:07+00:00,davina kamu harus tau zizan kwn raffi ahmad : loudly_crying_faca :,negative
5936,False,False,4,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,“pahtu bakor ah”😭😭,n4tasy_,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 17:15:48+00:00,“ pahtu bakor ah ” : loudly_crying_faca : : loudly_crying_faca :,negative
983,False,False,14,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,anak lelaki yg besar tu lagi nmpk matang dr bapa nya🤣,homeless844,https://www.tiktok.com/@hijabistahub/video/7478480573531557127,,,2025-03-06 06:36:47+00:00,anak lelaki yang besar itu lagi nampak matang dari bapa nya : rolling_on_the_floor_laughing :,positive
11,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,Aikkk berputik kembali kahhh,aniznordin,https://www.tiktok.com/@hijabistahub/video/7471586697566997778,,,2025-02-15 15:12:12+00:00,aikk berputik kembali kah,negative
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,besar bnr dugaan ko ye zan 😅,syukranjazzilan,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-25 20:28:05+00:00,besar benar dugaan kau ye zizan : grinning_face_with_sweat :,positive
9,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,Fuji cantik kalem davina cantik orang barat sama2 cantik dengan versi masing2,spall.spil0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 04:25:24+00:00,fuji cantik kalem davina cantik orang barat sama-sama cantik dengan versi masing-masing,positive
4918,False,False,23,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,Langsung merinding liat fujii😭 beda banget vibesnya🤯,dewista210109,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 11:58:32+00:00,langsung merinding liat fuji : loudly_crying_faca : beda banget vibesnya : exploding_head :,positive
52,False,False,2,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,"tiii... kupikir belum mulai, ternyata udah nongol ajee 😂😂
mane cakepp badass lagih 😍😍😍",khafiyyanuha,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 12:17:50+00:00,"tii.kupikir belum mulai , ternyata udah nongol aje : face_with_tears_of_joy : : face_with_tears_of_joy : mana cakepp badass lagih : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes :",positive
2496,False,False,5,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,edit paling aku suka setakat ni HAHAHAHA,reddaddicter,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-07 10:42:15+00:00,edit paling aku suka setakat ini haha,positive
30,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,pensiun ipar adalah maut he tiba tiba jadi gadih melayu alamakkk comel nya 🤣🥰🥰,unicaa29,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-29 16:28:14+00:00,pensiun ipar adalah maut he tiba tiba jadi gadih melayu alamak comel nya : rolling_on_the_floor_laughing : : smiling_face_with_hearts : : smiling_face_with_hearts :,positive
115,False,False,6,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,Baju oren tu sape weee 😂😂 seri dia naik betul. lawaa wei,ehhniaa,https://www.tiktok.com/@hijabistahub/video/7466792539002080519,,,2025-02-02 21:40:33+00:00,baju oren itu sape weee :face_with_tears_of_joy::face_with_tears_of_joy: seri dia naik betul.lawaa wei,positive
2962,False,False,0,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,Fuji logat Malaysia nya bgus,romlahromlah481,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-02-09 07:37:21+00:00,fuji loghat malaysia nya bagus,positive
93,False,False,0,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,weyy jauhnya model depa ambikkk😭,miutkiut_,https://www.tiktok.com/@hijabistahub/video/7464963609051794706,,,2025-01-28 18:12:43+00:00,wey jauhnya model mereka ambil : loudly_crying_faca :,negative
1,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,cantek orang nya,nurelin02,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-30 11:53:31+00:00,cantik orang nya,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,😳😳😳😁😁😁,roman198906,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,,,2025-05-30 22:21:44+00:00,: flushed_faca : : flushed_faca : : flushed_faca : : beaming_face_with_smiling_eyes : : beaming_face_with_smiling_eyes : : beaming_face_with_smiling_eyes :,positive
65,False,False,1,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,subhanallah 🙏😭😭😭 semoga anakku bisa spt ka fuji,iburumahtgg_biasa,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 11:39:22+00:00,subhanallah : folded_hands : : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : semoga anakku bisa spt ka fuji,positive
34,False,False,0,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,"The Power Of Fuji, langsung banyak yang mau sama bajunya😭",endahpermata10,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 12:12:12+00:00,"the power of fuji , langsung banyak yang mau sama bajunya : loudly_crying_faca :",positive
13613,False,False,17,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,aisar : terluka hati ini adekkk😭😭😭,sa118215,https://www.tiktok.com/@hijabistahub/video/7468252340877921543,,,2025-02-06 10:57:01+00:00,aisar : terluka hati ini adik : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca :,negative
5,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,baju micel lucu bangettttt,shantyy058,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-30 01:55:22+00:00,baju michelle lucu banget,positive
6546,False,False,34,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,"gempak la hijabistahub smua dia sapu, lpsni nak req mamari",qqsihhzz,https://www.tiktok.com/@hijabistahub/video/7467895106272546056,,,2025-02-05 16:32:55+00:00,"gempak la hijabistahub smua dia sapu , lepasni nak req mamari",positive
478,False,False,0,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,weh please dorang sama2 lawak 😭😭😭😭😭😭🦋🦋🦋🦋🦋 . comel lahhh,silentrepost_12,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:06:56+00:00,weh please diorang sama-sama lawak : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : loudly_crying_faca : : butterfly : : butterfly : : butterfly : : butterfly : : butterfly :.comel lah,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,MEH SINI AKU BACK SEMUA AFFILIATE TIKTOK🫶🏻💕 100% FOLLOWBACK 💕🩷 JOM SAMA2 CUKUPKAN 1K🩷,wanieyy876,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,,,2025-06-08 12:32:08+00:00,mari sini aku back semua affiliate tiktok : heart_hands_light_skin_tona : : two_hearts : seratus peratus followback : two_hearts : : pink_heart : jom sama-sama cukupkan 1000 : pink_heart :,positive
253,False,False,1,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,pangling bgt sama michelle,annfii,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-29 12:44:06+00:00,pangling bgt sama michelle,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,🌹🌹🌹🌹🌹🌹,jeckfero172,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,,,2025-06-09 20:03:36+00:00,: rose : : rose : : rose : : rose : : rose : : rose :,positive
523,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,michelle ziudith pangling krn selama ini gak pernah make up tebel😍,it_is99,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-02-01 02:57:45+00:00,michelle ziudith pangling krn selama ini tak pernah make up tebel : smiling_face_with_heart-eyes :,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,😳😳😳,su.de616,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,,,2025-06-10 13:22:10+00:00,: flushed_faca : : flushed_faca : : flushed_faca :,positive
197,False,False,2,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,"Badas kali ah, uti versi Yala yalili ga ada obeng🔥🔥🔥",bidancitrabai,https://www.tiktok.com/@hijabistahub/video/7468634775671082258,,,2025-02-07 11:23:44+00:00,"badas kali ah , uti versi yala yalili ga ada obeng : fire : : fire : : fire :",positive
41,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,netizen ni mmg byk msa kenenkan jodoh org,ayelmiy,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 08:33:54+00:00,netizen ini memang banyak masa kenenkan jodoh orang,negative
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,cc camera,manojtmg041,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,,,2025-06-13 16:52:12+00:00,cc camera,negative
2382,False,False,23,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,ntah2 Emma mmg jodoh zizan . aminnnn,ain.bismi,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 07:37:45+00:00,entah-entah emma memang jodoh zizan.amin,positive
1196,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,sopan je davina ni 🤣,frostbyt3e,https://www.tiktok.com/@hijabistahub/video/7465314119671909639,,,2025-01-29 12:41:50+00:00,sopan je davina ini : rolling_on_the_floor_laughing :,positive
3142,False,False,1,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,“Phtu bakor ah” HAHAHAHAH,kamallazfarr,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:49:15+00:00,“ phtu bakor ah ” haha,negative
25735,False,False,33,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,The real jodoh yang tertangguh ke ni😭,bulltzuyu01,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 04:56:27+00:00,the real jodoh yang tertangguh ke ini : loudly_crying_faca :,negative
5,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,davina cantik sungguh😍😍🤍,manis.bunga123,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 07:59:17+00:00,davina cantik sungguh : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : white_heart :,positive
5,False,False,0,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,Michi tu emg mukanya cantik maniss ga bosenin😊,23hallome_,https://www.tiktok.com/@hijabistahub/video/7465241753306631442,,,2025-01-31 10:46:18+00:00,michi itu emg mukanya cantik maniss ga bosenin : smiling_face_with_smiling_eyes :,positive
137,False,False,1,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,PLSS cuteness overload omgod 😭😭🤍,urp1nd1,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-01-31 16:57:08+00:00,pls cuteness overload omgod : loudly_crying_faca : : loudly_crying_faca : : white_heart :,positive
6,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,Aku mau mas,mr.f436,https://www.tiktok.com/@hijabistahub/video/7474513659960577287,,,2025-02-23 15:36:15+00:00,aku mau mas,positive
286,False,False,0,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,Amboi comel nyeeee😘,saqueenafl,https://www.tiktok.com/@hijabistahub/video/7469314672089435399,,,2025-02-09 07:19:50+00:00,amboi comel nye : face_blowing_a_kiss :,positive
11,False,False,0,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,COMEEEEELLLLLLLLLL,unbotheredsu,https://www.tiktok.com/@hijabistahub/video/7471859658198715656,,,2025-02-16 04:08:29+00:00,comeell,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,🥰🥰🥰🥰🥰,idrisali701,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,,,2025-06-10 13:30:07+00:00,: smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts : : smiling_face_with_hearts :,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,semoga berhijrah,77huzz,https://www.tiktok.com/@hijabistahub/video/7499285648600206610,,,2025-06-04 10:29:09+00:00,semoga berhijrah,positive
73,False,False,0,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,davina sebut bunyi kelantan weh HAHAHAHAHA,aeminemmm,https://www.tiktok.com/@hijabistahub/video/7466112005884169480,,,2025-02-03 03:05:39+00:00,davina sebut bunyi kelantan weh haha,positive
8,False,False,1,https://www.tiktok.com/@hijabistahub/video/7505224274903436552,Ada berapa colors semua? Syantiknyaaaa 😫😫😫,n.asiah20x,https://www.tiktok.com/@hijabistahub/video/7505224274903436552,,,2025-05-17 06:28:13+00:00,ada berapa colors semua?cantiknya : tired_faca : : tired_faca : : tired_faca :,positive
28,False,False,0,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,FUJI LOVE U ALWAYS,aqilah5758,https://www.tiktok.com/@hijabistahub/video/7474074811178765586,,,2025-02-22 03:14:20+00:00,fuji love awak always,positive
0,False,False,0,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,cantik🥺,misnati909,https://www.tiktok.com/@hijabistahub/video/7506841540518579463,,,2025-06-10 00:57:10+00:00,cantik : pleading_faca :,positive
933,False,False,11,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,Dah pulak aku kena kat sini,seorangaen,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 15:12:15+00:00,dah pulak aku kena kat sini,negative
676,False,False,2,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,Besar pengorbanan mu zizan..,fakhrulhafiiz,https://www.tiktok.com/@hijabistahub/video/7472397958454005010,,,2025-02-17 16:13:36+00:00,besar pengorbanan mu zizan.,positive
